Attrition,pix1,Age,BusinessTravel,Department,pix2,DistanceFromHome,Education,EducationField,EmployeeNumber,pix3,EnvironmentSatisfaction,Gender,JobInvolvement,pix4,JobLevel,JobRole,JobSatisfaction,MaritalStatus,pix5,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,pix6,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,pix7,TrainingTimesLastYear,WorkLifeBalance,pix8,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1,0,35,2,0,0,25,4,0,881,0,4,1,3,0,1,3,2,0,0,2022,1,1,19,0,3,1,1,10,0,3,2,0,10,2,7,8
0,0,28,2,0,0,6,3,0,1154,0,3,0,2,0,1,3,3,0,0,2703,1,1,14,0,3,4,1,3,0,2,3,0,3,1,0,2
0,0,34,1,1,0,3,2,0,1779,0,4,1,1,0,2,2,4,1,0,6029,5,0,12,0,3,1,0,6,0,3,3,0,2,2,2,2
0,0,31,2,0,0,1,3,0,1956,0,4,0,1,0,2,3,1,2,0,5003,1,0,21,0,4,2,0,10,0,6,3,0,10,8,8,7
1,0,32,0,1,0,11,4,4,631,0,4,0,4,0,2,2,3,2,0,4707,8,0,12,0,3,4,0,6,0,2,3,0,4,2,1,2
0,0,40,2,0,0,11,3,2,1985,0,4,1,3,0,2,1,3,2,0,6323,1,0,11,0,3,1,1,10,0,2,4,0,10,9,9,4
0,0,28,1,0,0,2,1,0,1136,0,1,0,2,0,1,3,2,2,0,3201,0,0,17,0,3,1,0,6,0,2,1,0,5,3,0,4
0,0,22,1,0,0,1,2,0,872,0,4,0,2,0,2,0,4,2,0,4775,6,0,22,0,4,1,2,4,0,2,1,0,2,2,2,2
0,0,28,2,0,0,1,4,1,1286,0,4,0,3,0,1,1,3,1,0,2154,0,1,11,0,3,3,0,5,0,2,2,0,4,2,0,2
0,0,25,1,1,0,4,2,0,527,0,2,1,2,0,2,2,4,1,0,4487,1,1,11,0,3,2,0,5,0,3,3,0,5,4,1,3
0,0,35,0,0,0,3,3,0,704,0,3,0,2,0,1,1,3,2,0,1281,1,0,18,0,3,3,2,1,0,3,3,0,1,0,0,0
0,0,32,1,1,0,7,5,3,1446,0,4,0,3,0,2,2,4,2,0,9204,4,0,12,0,3,3,1,7,0,3,2,0,4,3,0,3
0,0,38,1,0,0,6,2,4,1782,0,4,1,2,0,1,1,3,2,0,3702,1,0,11,0,3,2,1,5,0,3,3,0,5,4,0,4
1,0,29,2,1,0,13,3,2,1487,0,1,1,3,0,2,2,2,1,0,5765,5,0,11,0,3,1,0,7,0,4,1,0,5,3,0,0
0,0,25,1,1,0,28,3,0,183,0,1,0,2,0,2,2,3,2,0,8639,2,0,18,0,3,4,0,6,0,3,3,0,2,2,2,2
0,0,29,1,0,0,15,2,0,15,0,4,1,2,0,2,1,3,1,0,4193,0,1,12,0,3,4,0,10,0,3,3,0,9,5,0,8
0,0,31,0,0,0,5,3,1,2057,0,2,0,3,0,2,0,1,1,0,9936,0,0,19,0,3,2,0,10,0,2,3,0,9,4,1,7
0,0,40,1,0,0,24,2,2,335,0,1,0,3,0,2,3,4,0,0,3319,1,0,17,0,3,1,2,9,0,3,3,0,9,8,4,7
0,0,54,2,0,0,20,4,0,450,0,4,1,3,0,2,3,3,1,0,4869,3,0,12,0,3,4,0,20,0,4,2,0,4,3,0,3
0,0,47,1,0,0,2,4,1,1443,0,1,1,3,0,4,6,3,2,0,17169,3,0,19,0,3,2,2,26,0,2,4,0,20,17,5,6
0,0,27,2,1,0,8,1,3,800,0,3,0,3,0,2,2,4,2,0,4342,0,0,19,0,3,2,1,5,0,3,3,0,4,2,1,1
0,0,35,1,1,0,1,3,1,620,0,1,1,3,0,2,2,3,1,0,4859,1,0,16,0,3,4,0,5,0,3,3,0,5,4,0,3
0,0,48,0,0,0,1,4,1,1116,0,1,0,4,0,4,7,4,1,0,16885,2,0,22,0,4,3,0,27,0,3,2,0,5,4,2,1
0,0,47,1,2,0,26,4,0,1625,0,4,1,3,0,5,7,3,2,0,19658,3,0,11,0,3,3,1,27,0,2,3,0,5,2,1,0
0,0,51,1,0,0,6,3,0,162,0,1,0,3,0,5,6,3,1,0,19537,7,0,13,0,3,3,0,23,0,5,3,0,20,18,15,15
0,0,41,0,0,0,2,4,4,616,0,1,1,2,0,2,4,3,1,0,6811,2,1,17,0,3,1,0,10,0,3,3,0,8,7,0,7
0,0,30,1,1,0,15,2,3,1754,0,3,0,2,0,3,2,1,0,0,7140,2,0,11,0,3,1,1,12,0,2,3,0,7,7,1,7
0,0,34,1,1,0,8,2,2,1823,0,2,0,4,0,2,2,3,2,0,6799,1,0,21,0,4,3,2,10,0,5,3,0,10,8,4,8
0,0,30,1,1,0,10,3,3,1179,0,3,0,2,0,2,2,3,2,0,6578,1,0,18,0,3,1,1,10,0,3,3,0,10,3,1,4
0,0,27,0,0,0,3,3,1,850,0,4,0,3,0,1,3,4,2,0,1706,1,0,11,0,3,3,3,0,0,6,2,0,0,0,0,0
0,0,41,1,2,0,1,3,2,734,0,4,0,2,0,5,7,3,2,0,19189,1,0,12,0,3,2,1,22,0,3,3,0,22,7,2,10
0,0,49,1,0,0,8,2,4,944,0,1,1,3,0,3,1,2,2,0,7403,4,0,11,0,3,3,1,29,0,3,2,0,26,9,1,7
0,0,35,1,0,0,1,3,1,1369,0,4,1,2,0,2,1,4,2,0,5363,0,0,12,0,3,2,1,10,0,0,3,0,9,7,0,0
0,0,36,1,0,0,12,5,1,1073,0,4,1,2,0,3,0,4,1,0,8858,0,0,11,0,3,2,0,15,0,2,2,0,14,8,7,8
1,0,29,1,1,0,1,3,1,896,0,2,1,2,0,1,5,3,0,0,2800,6,1,19,0,3,3,3,5,0,3,3,0,3,2,0,2
1,0,20,2,1,0,9,3,3,1077,0,4,1,3,0,1,5,4,1,0,2323,1,1,14,0,3,2,0,2,0,3,3,0,2,2,0,2
1,0,35,1,0,0,23,2,0,261,0,2,0,2,0,2,0,3,2,0,5916,3,1,13,0,3,1,0,8,0,1,3,0,1,0,0,1
0,0,56,1,0,0,4,4,2,1191,0,4,1,3,0,5,7,1,0,0,19943,4,0,13,0,3,4,1,28,0,2,3,0,5,2,4,2
0,0,38,2,0,0,2,2,0,556,0,4,0,3,0,1,1,4,2,0,1702,1,1,23,0,4,3,1,1,0,3,3,0,1,0,0,0
0,0,36,1,0,0,27,3,1,13,0,3,0,3,0,2,4,3,2,0,5237,6,0,13,0,3,2,2,17,0,3,2,0,7,7,7,7
0,0,26,2,0,0,1,3,0,384,0,3,1,3,0,2,0,2,0,0,6397,1,0,20,0,4,1,1,6,0,6,1,0,6,5,1,4
0,0,50,0,0,0,2,4,0,905,0,1,0,3,0,4,7,1,0,0,17924,1,0,11,0,3,4,1,31,0,3,3,0,31,6,14,7
1,0,32,1,0,0,9,3,1,190,0,1,1,3,0,1,1,1,1,0,4200,7,0,22,0,4,1,0,10,0,2,4,0,5,4,0,4
0,0,32,1,1,0,1,4,1,2013,0,2,0,2,0,1,5,2,2,0,2269,0,0,14,0,3,2,1,3,0,2,3,0,2,2,2,2
0,0,29,1,0,0,1,3,0,1249,0,1,1,3,0,1,3,4,0,0,3760,1,0,15,0,3,1,3,3,0,5,3,0,3,2,1,2
0,0,30,1,0,0,6,3,2,1311,0,1,1,2,0,2,1,4,2,0,4627,0,0,12,0,3,1,1,10,0,6,3,0,9,2,6,7
0,0,40,0,1,0,28,3,4,615,0,3,0,1,0,3,2,1,0,0,10932,3,0,15,0,3,3,1,20,0,2,3,0,1,0,0,1
0,0,34,2,0,0,1,4,4,1431,0,4,0,3,0,1,3,1,0,0,2996,5,0,14,0,3,3,2,10,0,2,3,0,4,3,1,3
0,0,29,1,0,0,3,1,1,1586,0,2,0,3,0,1,1,1,1,0,4723,1,1,18,0,3,4,0,10,0,3,3,0,10,9,1,5
0,0,55,1,0,0,1,3,1,374,0,4,0,3,0,5,7,1,1,0,19045,0,1,14,0,3,3,0,37,0,2,3,0,36,10,4,13
0,0,38,1,1,0,1,4,0,230,0,1,1,2,0,2,2,4,1,0,8686,4,0,22,0,4,3,0,12,0,2,4,0,8,3,0,7
0,0,46,0,1,0,26,2,0,1801,0,2,0,2,0,2,2,2,1,0,7991,8,0,15,0,3,3,0,6,0,3,3,0,2,2,2,2
0,0,36,1,1,0,3,4,3,1425,0,1,1,3,0,2,2,2,1,0,9278,3,1,16,0,3,4,0,15,0,3,3,0,5,4,0,1
1,0,58,1,0,0,2,3,2,977,0,4,0,3,0,1,3,3,1,0,2479,4,0,24,0,4,1,0,7,0,4,3,0,1,0,0,0
0,0,44,1,0,0,7,4,1,36,0,1,1,2,0,3,4,4,2,0,10248,3,0,14,0,3,4,1,24,0,4,3,0,22,6,5,17
0,0,40,1,1,0,26,3,3,1066,0,3,0,3,0,2,2,1,2,0,8396,1,0,14,0,3,2,1,8,0,3,2,0,7,7,7,5
0,0,33,1,0,0,13,1,0,995,0,2,1,3,0,1,3,4,1,0,3452,3,0,18,0,3,1,0,5,0,4,3,0,3,2,0,2
1,0,26,2,0,0,3,1,2,510,0,3,0,3,0,1,3,1,1,0,3102,0,0,22,0,4,3,0,7,0,2,3,0,6,4,0,4
0,0,49,1,0,0,16,3,1,1674,0,4,1,3,0,1,1,1,0,0,2587,4,1,16,0,3,2,1,17,0,2,2,0,2,2,2,2
0,0,35,1,2,0,26,4,0,2040,0,3,1,3,0,3,2,4,1,0,8837,1,1,16,0,3,3,0,9,0,2,3,0,9,0,1,7
0,0,27,0,0,0,8,5,0,1094,0,1,0,1,0,1,1,3,2,0,4621,1,0,19,0,3,4,3,3,0,4,3,0,3,2,1,2
0,0,26,1,0,0,6,3,4,164,0,3,1,2,0,1,3,2,2,0,2368,1,0,19,0,3,3,0,5,0,3,2,0,5,4,4,3
0,0,49,1,0,0,20,4,1,170,0,3,1,3,0,2,0,1,2,0,6567,1,0,14,0,3,3,0,16,0,2,2,0,15,11,5,11
0,0,49,1,0,0,1,2,2,431,0,3,1,2,0,4,4,3,1,0,13964,7,1,12,0,3,4,0,25,0,2,3,0,7,1,0,7
0,0,45,1,0,0,25,2,0,1888,0,2,1,2,0,2,0,4,2,0,5906,0,0,13,0,3,4,2,10,0,2,2,0,9,8,3,8
1,0,28,1,0,0,5,4,2,65,0,3,0,3,0,1,1,3,1,0,3441,1,1,13,0,3,3,0,2,0,3,2,0,2,2,2,2
0,0,26,1,0,0,6,3,0,686,0,3,1,3,0,1,1,4,2,0,2659,1,1,13,0,3,3,1,3,0,2,3,0,3,2,0,2
1,0,44,1,0,0,10,4,0,1200,0,3,0,3,0,1,3,3,1,0,2936,1,1,11,0,3,3,0,6,0,4,3,0,6,4,0,2
0,0,40,1,0,0,1,4,0,1361,0,2,0,3,0,1,1,2,2,0,2387,3,0,22,0,4,3,1,7,0,3,3,0,4,2,0,3
0,0,26,1,1,0,5,3,4,2060,0,4,1,2,0,1,5,3,1,0,2966,0,0,18,0,3,4,0,5,0,2,3,0,4,2,0,0
0,0,34,0,0,0,3,4,0,1115,0,3,0,2,0,1,3,4,2,0,2979,3,0,17,0,3,4,3,6,0,2,3,0,0,0,0,0
0,0,34,2,0,0,2,2,0,1140,0,4,0,3,0,2,0,3,1,0,4033,2,0,11,0,3,4,0,5,0,3,2,0,3,2,0,2
0,0,35,1,0,0,27,4,0,1728,0,4,0,3,0,2,0,3,2,0,6883,2,0,16,0,3,2,1,17,0,3,3,0,7,7,0,7
0,0,43,1,0,0,6,3,1,1402,0,1,1,2,0,2,3,3,1,0,4081,1,1,14,0,3,1,0,20,0,3,1,0,20,7,1,8
0,0,30,1,0,0,2,3,0,117,0,3,0,2,0,2,4,4,2,0,4152,1,0,19,0,3,1,3,11,0,3,3,0,11,10,10,8
0,0,44,1,0,0,1,4,0,1903,0,2,0,4,0,2,4,1,2,0,5033,2,0,15,0,3,4,1,10,0,5,3,0,2,0,2,2
0,0,42,1,0,0,12,3,1,1768,0,2,0,3,0,1,1,2,0,0,2766,8,0,22,0,4,2,3,7,0,6,2,0,5,3,0,4
0,0,30,0,0,0,3,3,0,562,0,3,0,3,0,1,1,4,2,0,2097,4,0,15,0,3,3,1,9,0,3,1,0,5,3,1,4
0,0,30,0,1,0,22,4,4,567,0,3,1,3,0,3,2,1,2,0,8412,0,0,11,0,3,3,0,10,0,3,3,0,9,8,7,8
0,0,38,2,0,0,10,1,1,1006,0,3,0,3,0,1,3,3,2,0,2684,0,0,17,0,3,2,1,3,0,0,2,0,2,1,0,2
1,0,31,2,1,0,1,4,0,1427,0,2,1,1,0,1,5,3,1,0,1359,1,0,12,0,3,2,0,1,0,3,3,0,1,0,0,0
0,0,54,1,1,0,2,4,0,1070,0,3,1,2,0,3,2,3,2,0,10686,6,0,11,0,3,2,1,13,0,4,3,0,9,4,7,0
0,0,48,1,0,0,15,4,4,1576,0,3,1,3,0,1,3,1,2,0,2367,8,0,12,0,3,4,1,10,0,3,2,0,8,2,7,6
0,0,31,1,2,0,8,2,1,1461,0,4,1,4,0,1,2,2,1,0,2109,9,0,18,0,3,4,0,8,0,3,3,0,3,2,0,2
0,0,39,1,1,0,15,4,3,1975,0,2,0,3,0,4,2,1,1,0,13341,0,0,12,0,3,1,0,21,0,3,3,0,20,8,11,10
0,0,25,1,1,0,8,3,0,707,0,4,0,4,0,2,2,2,2,0,4851,0,0,22,0,4,3,1,4,0,4,3,0,3,2,1,2
0,0,34,1,1,0,1,4,3,1047,0,2,0,4,0,2,2,4,0,0,9725,0,0,11,0,3,4,1,16,0,2,2,0,15,1,0,9
1,0,27,1,1,0,2,1,3,667,0,3,0,3,0,1,5,1,0,0,3041,0,0,11,0,3,2,1,5,0,3,3,0,4,3,0,2
0,0,45,1,0,0,20,3,1,1460,0,2,0,1,0,3,4,1,0,0,10851,2,1,18,0,3,2,1,24,0,2,3,0,7,7,0,7
0,0,27,0,0,0,9,3,1,218,0,4,0,3,0,1,3,2,0,0,2024,6,0,18,0,3,4,1,6,0,1,1,0,2,2,2,2
0,0,46,1,0,0,2,2,0,1857,0,4,0,3,0,3,0,4,0,0,8578,3,0,14,0,3,3,1,12,0,4,2,0,9,8,4,7
1,0,26,1,2,0,20,2,1,1818,0,4,1,3,0,1,2,2,2,0,2148,0,1,11,0,3,3,0,6,0,3,3,0,5,1,1,4
0,0,35,1,1,0,1,3,3,600,0,2,0,3,0,2,2,3,2,0,4717,9,0,11,0,3,3,0,15,0,2,3,0,11,9,6,9
0,0,36,1,2,0,13,3,2,829,0,3,0,3,0,1,2,2,2,0,2143,4,0,13,0,3,2,1,8,0,2,3,0,5,2,0,4
0,0,43,0,0,0,7,3,1,262,0,4,0,4,0,1,3,4,0,0,2089,4,0,14,0,3,4,3,7,0,3,4,0,5,4,2,2
1,0,32,1,0,0,2,4,0,1692,0,4,0,3,0,1,1,2,1,0,1393,1,0,12,0,3,1,0,1,0,2,3,0,1,0,0,0
1,0,33,1,0,0,25,3,1,1108,0,1,0,2,0,1,3,2,1,0,2313,4,1,20,0,4,2,0,5,0,0,3,0,2,2,2,2
0,0,26,2,1,0,1,3,1,956,0,3,0,2,0,2,2,1,1,0,4294,1,0,12,0,3,2,0,7,0,2,3,0,7,7,0,7
0,0,45,2,0,0,25,3,1,1306,0,2,1,3,0,5,7,2,1,0,18061,3,0,22,0,4,3,0,22,0,4,3,0,0,0,0,0
0,0,35,1,0,0,4,2,4,53,0,3,0,3,0,1,1,4,0,0,1951,1,0,12,0,3,3,1,1,0,3,3,0,1,0,0,0
0,0,32,1,0,0,8,2,1,865,0,3,1,4,0,2,3,3,2,0,5175,5,0,12,0,3,3,1,9,0,3,2,0,5,3,1,3
0,0,31,0,0,0,10,3,1,1979,0,3,1,3,0,3,6,3,2,0,11031,4,0,20,0,4,3,1,13,0,2,4,0,11,7,4,8
0,0,36,1,0,0,8,3,2,83,0,3,1,3,0,3,4,3,0,0,10096,1,0,13,0,3,2,3,17,0,2,3,0,17,14,12,8
1,0,55,1,0,0,2,3,1,787,0,4,0,3,0,5,7,1,2,0,19859,5,1,13,0,3,4,1,24,0,2,3,0,5,2,1,4
0,0,29,1,0,0,1,3,0,1954,0,1,0,3,0,2,4,1,2,0,5373,0,0,12,0,3,1,1,6,0,5,2,0,5,3,0,2
0,0,39,1,0,0,24,1,0,2014,0,1,0,3,0,2,3,4,1,0,4108,7,0,13,0,3,1,0,18,0,2,3,0,7,7,1,7
0,0,34,1,1,0,10,4,0,1055,0,3,1,3,0,1,5,3,2,0,2220,1,1,19,0,3,4,1,1,0,2,3,0,1,1,0,0
0,0,49,1,0,0,1,3,0,1677,0,3,0,3,0,4,7,3,1,0,15379,4,0,14,0,3,1,0,23,0,2,3,0,8,7,0,0
0,0,36,2,0,0,11,3,0,85,0,2,0,2,0,2,0,2,1,0,6499,1,0,13,0,3,3,0,6,0,3,3,0,6,5,0,3
1,0,25,1,1,0,5,3,3,142,0,3,0,2,0,2,2,3,1,0,5744,1,1,11,0,3,4,0,6,0,1,3,0,6,4,0,3
0,0,35,1,0,0,7,3,4,845,0,3,0,3,0,3,0,3,1,0,10221,3,0,21,0,4,2,0,17,0,3,4,0,8,5,1,6
0,0,28,1,0,0,8,2,0,395,0,4,1,3,0,1,3,4,1,0,3310,1,0,21,0,4,4,0,5,0,3,3,0,5,3,0,2
0,0,28,0,0,0,1,3,0,1315,0,3,1,1,0,2,1,4,2,0,6674,0,0,11,0,3,1,3,10,0,6,3,0,9,8,7,5
0,0,37,1,2,0,8,2,4,1794,0,3,0,3,0,2,2,2,0,0,4071,2,0,13,0,3,3,0,19,0,4,2,0,10,0,4,7
0,0,36,0,0,0,9,4,0,1949,0,1,0,4,0,1,1,2,2,0,2810,1,0,22,0,4,2,0,5,0,3,3,0,5,4,0,2
0,0,31,1,1,0,2,1,0,604,0,2,0,3,0,2,2,4,1,0,6582,4,1,13,0,3,3,0,10,0,2,4,0,6,5,0,5
0,0,35,1,0,0,16,2,4,1886,0,4,1,2,0,2,0,2,2,0,4788,0,1,11,0,3,4,0,4,0,2,3,0,3,2,0,2
1,0,30,2,0,0,4,3,2,514,0,3,0,3,0,1,3,4,1,0,2285,9,1,23,0,4,3,0,3,0,4,3,0,1,0,0,0
0,0,34,1,0,0,9,3,1,717,0,4,1,2,0,3,4,2,1,0,8621,1,0,14,0,3,2,0,9,0,3,4,0,8,7,7,7
0,0,38,2,0,0,29,5,0,79,0,4,1,3,0,2,1,4,1,0,2406,1,0,11,0,3,4,0,10,0,2,3,0,10,3,9,9
0,0,38,1,0,0,2,3,0,24,0,4,0,3,0,1,3,4,1,0,3944,5,1,11,0,3,3,0,6,0,3,3,0,3,2,1,2
0,0,36,1,0,0,4,4,0,1435,0,1,0,2,0,2,1,4,1,0,5810,1,0,16,0,3,3,0,10,0,2,2,0,10,4,1,8
1,0,23,1,0,0,8,1,1,1684,0,4,0,2,0,1,1,3,1,0,3989,1,1,11,0,3,1,0,5,0,2,3,0,5,4,1,2
0,0,27,1,0,0,4,3,0,2064,0,2,0,4,0,2,0,2,2,0,6142,1,1,20,0,4,2,1,6,0,0,3,0,6,2,0,3
0,0,35,1,0,0,22,3,0,577,0,4,0,1,0,1,1,3,1,0,4230,0,0,15,0,3,3,0,6,0,2,3,0,5,4,4,3
0,0,38,1,0,0,9,2,0,1940,0,2,0,3,0,1,3,4,0,0,4771,2,0,19,0,3,4,2,10,0,0,4,0,5,2,0,3
0,0,32,1,0,0,3,2,0,727,0,3,1,3,0,3,6,4,1,0,11159,3,0,15,0,3,4,0,10,0,6,3,0,7,7,7,7
0,0,23,1,0,0,9,1,1,758,0,2,0,3,0,1,1,1,2,0,2500,1,0,14,0,3,4,1,5,0,2,4,0,4,3,0,2
0,0,32,1,1,0,13,4,0,859,0,2,0,3,0,2,2,4,0,0,4403,2,0,11,0,3,3,1,8,0,3,2,0,5,2,0,3
0,0,55,2,0,0,2,1,0,1096,0,4,0,3,0,3,0,2,2,0,10976,3,0,18,0,3,2,1,23,0,4,3,0,3,2,1,2
1,0,39,1,0,0,23,3,1,1310,0,3,0,3,0,1,3,1,1,0,3904,0,0,13,0,3,1,0,6,0,2,3,0,5,2,0,3
0,0,36,1,0,0,26,4,0,1682,0,1,0,3,0,2,4,3,2,0,5347,6,0,14,0,3,2,2,10,0,2,2,0,3,2,0,2
0,0,32,0,0,0,29,4,1,1046,0,4,1,3,0,1,1,3,1,0,4025,9,0,12,0,3,2,0,10,0,2,3,0,8,7,7,7
0,0,23,1,0,0,4,3,1,705,0,1,0,4,0,1,3,1,2,0,2819,2,0,16,0,3,1,1,5,0,3,4,0,3,2,0,2
0,0,29,1,1,0,10,3,0,749,0,3,0,3,0,1,5,3,1,0,2642,1,0,11,0,3,3,0,1,0,6,3,0,1,0,0,0
0,0,41,1,1,0,1,3,3,534,0,2,0,4,0,3,2,1,2,0,8392,1,0,16,0,3,3,1,10,0,2,3,0,10,7,0,7
0,0,54,1,0,0,7,4,1,1830,0,4,1,3,0,2,3,4,2,0,6854,4,0,15,0,3,2,1,14,0,2,2,0,7,1,1,7
1,0,35,2,0,0,25,4,0,881,0,4,1,3,0,1,3,2,0,0,2022,1,1,19,0,3,1,1,10,0,3,2,0,10,2,7,8
0,0,28,2,0,0,6,3,0,1154,0,3,0,2,0,1,3,3,0,0,2703,1,1,14,0,3,4,1,3,0,2,3,0,3,1,0,2
0,0,34,1,1,0,3,2,0,1779,0,4,1,1,0,2,2,4,1,0,6029,5,0,12,0,3,1,0,6,0,3,3,0,2,2,2,2
0,0,31,2,0,0,1,3,0,1956,0,4,0,1,0,2,3,1,2,0,5003,1,0,21,0,4,2,0,10,0,6,3,0,10,8,8,7
1,0,32,0,1,0,11,4,4,631,0,4,0,4,0,2,2,3,2,0,4707,8,0,12,0,3,4,0,6,0,2,3,0,4,2,1,2
0,0,40,2,0,0,11,3,2,1985,0,4,1,3,0,2,1,3,2,0,6323,1,0,11,0,3,1,1,10,0,2,4,0,10,9,9,4
0,0,28,1,0,0,2,1,0,1136,0,1,0,2,0,1,3,2,2,0,3201,0,0,17,0,3,1,0,6,0,2,1,0,5,3,0,4
0,0,22,1,0,0,1,2,0,872,0,4,0,2,0,2,0,4,2,0,4775,6,0,22,0,4,1,2,4,0,2,1,0,2,2,2,2
0,0,28,2,0,0,1,4,1,1286,0,4,0,3,0,1,1,3,1,0,2154,0,1,11,0,3,3,0,5,0,2,2,0,4,2,0,2
0,0,25,1,1,0,4,2,0,527,0,2,1,2,0,2,2,4,1,0,4487,1,1,11,0,3,2,0,5,0,3,3,0,5,4,1,3
0,0,35,0,0,0,3,3,0,704,0,3,0,2,0,1,1,3,2,0,1281,1,0,18,0,3,3,2,1,0,3,3,0,1,0,0,0
0,0,32,1,1,0,7,5,3,1446,0,4,0,3,0,2,2,4,2,0,9204,4,0,12,0,3,3,1,7,0,3,2,0,4,3,0,3
0,0,38,1,0,0,6,2,4,1782,0,4,1,2,0,1,1,3,2,0,3702,1,0,11,0,3,2,1,5,0,3,3,0,5,4,0,4
1,0,29,2,1,0,13,3,2,1487,0,1,1,3,0,2,2,2,1,0,5765,5,0,11,0,3,1,0,7,0,4,1,0,5,3,0,0
0,0,25,1,1,0,28,3,0,183,0,1,0,2,0,2,2,3,2,0,8639,2,0,18,0,3,4,0,6,0,3,3,0,2,2,2,2
0,0,29,1,0,0,15,2,0,15,0,4,1,2,0,2,1,3,1,0,4193,0,1,12,0,3,4,0,10,0,3,3,0,9,5,0,8
0,0,31,0,0,0,5,3,1,2057,0,2,0,3,0,2,0,1,1,0,9936,0,0,19,0,3,2,0,10,0,2,3,0,9,4,1,7
0,0,40,1,0,0,24,2,2,335,0,1,0,3,0,2,3,4,0,0,3319,1,0,17,0,3,1,2,9,0,3,3,0,9,8,4,7
0,0,54,2,0,0,20,4,0,450,0,4,1,3,0,2,3,3,1,0,4869,3,0,12,0,3,4,0,20,0,4,2,0,4,3,0,3
0,0,47,1,0,0,2,4,1,1443,0,1,1,3,0,4,6,3,2,0,17169,3,0,19,0,3,2,2,26,0,2,4,0,20,17,5,6
0,0,27,2,1,0,8,1,3,800,0,3,0,3,0,2,2,4,2,0,4342,0,0,19,0,3,2,1,5,0,3,3,0,4,2,1,1
0,0,35,1,1,0,1,3,1,620,0,1,1,3,0,2,2,3,1,0,4859,1,0,16,0,3,4,0,5,0,3,3,0,5,4,0,3
0,0,48,0,0,0,1,4,1,1116,0,1,0,4,0,4,7,4,1,0,16885,2,0,22,0,4,3,0,27,0,3,2,0,5,4,2,1
0,0,47,1,2,0,26,4,0,1625,0,4,1,3,0,5,7,3,2,0,19658,3,0,11,0,3,3,1,27,0,2,3,0,5,2,1,0
0,0,46,1,0,0,2,3,0,575,0,1,0,3,0,4,6,3,2,0,17861,6,0,13,0,3,3,0,26,0,2,1,0,3,2,0,1
0,0,60,2,1,0,28,3,3,573,0,3,1,2,0,3,2,1,2,0,10266,4,0,19,0,3,4,0,22,0,5,4,0,18,13,13,11
1,0,29,1,1,0,9,3,3,1752,0,2,1,1,0,1,5,2,1,0,2760,1,0,13,0,3,3,0,2,0,3,3,0,2,2,2,2
0,0,49,1,0,0,1,3,2,887,0,3,1,3,0,1,3,1,2,0,3580,2,0,16,0,3,2,1,7,0,2,3,0,4,2,0,2
1,0,42,2,1,0,12,3,0,1167,0,3,0,3,0,4,2,1,1,0,13758,0,1,12,0,3,2,0,22,0,2,2,0,21,9,13,14
0,0,35,2,1,0,1,3,3,314,0,3,1,3,0,3,2,3,1,0,8789,1,0,14,0,3,1,0,10,0,3,4,0,10,7,0,8
0,0,37,1,0,0,6,3,1,474,0,3,0,4,0,2,3,1,0,0,5974,4,1,13,0,3,1,2,13,0,2,3,0,7,7,6,7
0,0,53,1,0,0,24,4,1,1689,0,2,0,4,0,3,4,4,2,0,7005,3,0,15,0,3,3,0,11,0,2,3,0,4,3,1,2
0,0,37,1,0,0,10,3,1,1640,0,2,1,3,0,1,3,2,2,0,3936,1,0,11,0,3,1,1,8,0,2,1,0,8,4,7,7
0,0,50,2,0,0,22,5,1,1539,0,3,0,1,0,4,6,4,1,0,14411,1,1,13,0,3,4,0,32,0,2,3,0,32,6,13,9
0,0,54,1,0,0,2,4,2,126,0,1,1,3,0,3,6,3,2,0,13549,9,0,12,0,3,1,1,16,0,5,1,0,4,3,0,3
0,0,50,2,2,0,3,3,1,644,0,1,0,3,0,5,7,2,2,0,18200,1,0,11,0,3,3,1,32,0,2,3,0,32,5,10,7
0,0,48,1,0,0,4,3,0,1363,0,4,0,3,0,3,0,4,1,0,7898,1,0,11,0,3,3,0,11,0,2,3,0,10,9,0,8
0,0,29,1,1,0,3,2,1,690,0,2,1,3,0,2,2,3,2,0,5561,1,0,14,0,3,1,1,6,0,5,2,0,6,0,1,2
0,0,51,1,2,0,5,3,0,1352,0,3,0,3,0,4,7,2,0,0,14026,1,1,11,0,3,2,1,33,0,2,3,0,33,9,0,10
1,0,32,2,0,0,5,2,0,1939,0,1,1,4,0,1,3,3,1,0,2432,3,1,14,0,3,1,0,8,0,2,3,0,4,1,0,3
1,0,41,1,0,0,2,4,0,927,0,2,1,1,0,1,1,4,0,0,2778,4,1,13,0,3,3,1,10,0,1,2,0,7,7,1,0
0,0,54,1,1,0,3,3,3,303,0,4,1,3,0,2,2,1,2,0,5940,2,0,14,0,3,4,1,16,0,4,3,0,6,2,0,5
0,0,24,1,0,0,17,2,4,643,0,4,0,2,0,1,1,2,2,0,2127,1,0,21,0,4,4,1,1,0,2,3,0,1,0,0,0
0,0,30,1,1,0,16,1,0,1479,0,4,0,3,0,2,2,3,2,0,5301,8,0,15,0,3,3,2,4,0,2,2,0,2,1,2,2
